id;from;to;text;where;number;nouns;determiners;conjuctions;adjectives;prepositions;pronouns;verbs;adverbes;undefined;time
55;THREEPIO;;I've got to rest before I fall apart. My joints are almost frozen.;EXT. TATOOINE;13;0;0;0;0;0;0;0;0;0;
56;THREEPIO;;What a desolate place this is.;EXT. TATOOINE;6;0;0;0;0;0;0;0;0;0;
57;THREEPIO;;Where are you going?;EXT. TATOOINE;4;0;0;0;0;0;0;0;0;0;
58;THREEPIO;;Well, I'm not going that way. It's much too rocky. This way is much easier.;EXT. TATOOINE;15;0;0;0;0;0;0;0;0;0;
59;THREEPIO;;What makes you think there are settlements over there?;EXT. TATOOINE;9;0;0;0;0;0;0;0;0;0;
60;THREEPIO;;Don't get technical with me.;EXT. TATOOINE;5;0;0;0;0;0;0;0;0;0;
61;THREEPIO;;What mission? What are you talking about? I've had just about enough of you! Go that way! You'll be malfunctioning within a day, you nearsighted scrap pile!;EXT. TATOOINE;27;0;0;0;0;0;0;0;0;0;
62;THREEPIO;;And don't let me catch you following me begging for help, because you won't get it.;EXT. TATOOINE;16;0;0;0;0;0;0;0;0;0;
63;THREEPIO;;No more adventures. I'm not going that way.;EXT. TATOOINE;8;0;0;0;0;0;0;0;0;0;
64;THREEPIO;;That malfunctioning little twerp. This is all his fault! He tricked me into going this way, but he'll do no better.;EXT. TATOOINE - DUNE SEA;21;0;0;0;0;0;0;0;0;0;
65;THREEPIO;;Wait, what's that? A transport! I'm saved!;EXT. TATOOINE - DUNE SEA;7;0;0;0;0;0;0;0;0;0;
66;THREEPIO;;Over here! Help! Please, help!;EXT. TATOOINE - DUNE SEA;5;0;0;0;0;0;0;0;0;0;
67;LUKE;;(Very animated) ...so I cut off my power, shut down the afterburners and came in low on Deak's trail. I was so close I thought I was going to fry my instruments. As it was I busted up the Skyhopper pretty bad. Uncle Owen was pretty upset. He grounded me for the rest of the season. You should have been there... it was fantastic.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;62;0;0;0;0;0;0;0;0;0;
68;BIGGS;;You ought to take it easy Luke. You may be the hottest bushpilot this side of Mos Eisley, but those little Skyhoppers are dangerous. Keep it up, and one day, whammo, you're going to be nothing more than a dark spot on the down side of a canyon wall.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;49;0;0;0;0;0;0;0;0;0;
69;LUKE;;Look who's talking. Now that you've been around those giant starships you're beginning to sound like my uncle. You've gotten soft in the city...;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;24;0;0;0;0;0;0;0;0;0;
70;BIGGS;;I've missed you kid.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;4;0;0;0;0;0;0;0;0;0;
71;LUKE;;Well, things haven't been the same since you left, Biggs. It's been so... quiet.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;14;0;0;0;0;0;0;0;0;0;
72;BIGGS;;Luke, I didn't come back just to say good-bye... I shouldn't tell you this, but you're the only one I can trust... and if I don't come back, I want somebody to know.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;33;0;0;0;0;0;0;0;0;0;
73;LUKE;;What are you talking about?;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;5;0;0;0;0;0;0;0;0;0;
74;BIGGS;;I made some friends at the Academy. (he whispers) ...when our frigate goes to one of the central systems, we're going to jump ship and join the Alliance...;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;26;0;0;0;0;0;0;0;0;0;
75;LUKE;;Join the Rebellion?! Are you kidding! How?;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;7;0;0;0;0;0;0;0;0;0;
76;BIGGS;;Quiet down will ya! You got a mouth bigger than a meteor crater!;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;13;0;0;0;0;0;0;0;0;0;
77;LUKE;;I'm sorry. I'm quiet. (he whispers) Listen how quiet I am. You can barely hear me...;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;14;0;0;0;0;0;0;0;0;0;
78;BIGGS;;My friend has a friend on Bestine who might help us make contact.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;13;0;0;0;0;0;0;0;0;0;
79;LUKE;;You're crazy! You could wander around forever trying to find them.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;11;0;0;0;0;0;0;0;0;0;
80;BIGGS;;I know it's a long shot, but if I don't find them I'll do what I can on my own... It's what we always talked about. Luke, I'm not going to wait for the Empire to draft me into service. The Rebellion is spreading and I want to be on the right side -- the side I believe in.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;59;0;0;0;0;0;0;0;0;0;
81;LUKE;;And I'm stuck here...;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;4;0;0;0;0;0;0;0;0;0;
82;BIGGS;;I thought you were going to the Academy next term. You'll get your chance to get off this rock.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;19;0;0;0;0;0;0;0;0;0;
83;LUKE;;Not likely! I had to cancel my application. There has been a lot of unrest among the Sandpeople since you left... they've even raided the outskirts of Anchorhead.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;28;0;0;0;0;0;0;0;0;0;
84;BIGGS;;Your uncle could hold off a whole colony of Sandpeople with one blaster.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;13;0;0;0;0;0;0;0;0;0;
85;LUKE;;I know, but he's got enough vaporators going to make the place pay off. He needs me for just one more season. I can't leave him now.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;27;0;0;0;0;0;0;0;0;0;
86;BIGGS;;I feel for you, Luke, you're going to have to learn what seems to be important or what really is important. What good is all your uncle's work if it's taken over by the Empire?... You know they're starting to nationalize commerce in the central systems... it won't be long before your uncle is merely a tenant, slaving for the greater glory of the Empire.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;65;0;0;0;0;0;0;0;0;0;
87;LUKE;;It couldn't happen here. You said it yourself. The Empire won't bother with this rock.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;15;0;0;0;0;0;0;0;0;0;
88;BIGGS;;Things always change.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;3;0;0;0;0;0;0;0;0;0;
89;LUKE;;I wish I was going... Are you going to be around long?;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;12;0;0;0;0;0;0;0;0;0;
90;BIGGS;;No, I'm leaving in the morning...;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;6;0;0;0;0;0;0;0;0;0;
91;LUKE;;Then I guess I won't see you.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;7;0;0;0;0;0;0;0;0;0;
92;BIGGS;;Maybe someday... I'll keep a lookout.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;6;0;0;0;0;0;0;0;0;0;
93;LUKE;;Well, I'll be at the Academy next season... after that who knows. I won't be drafted into the Imperial Starfleet that's for sure... Take care of yourself, you'll always be the best friend I've got.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;35;0;0;0;0;0;0;0;0;0;
94;BIGGS;;So long, Luke.;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;3;0;0;0;0;0;0;0;0;0;
95;THREEPIO;;ARTOO! It's you! It's you!;EXT. TATOOINE - ANCHORHEAD SETTLEMENT - POWER STATION - DAY;5;0;0;0;0;0;0;0;0;0;
96;FIRST TROOPER;;Someone was in the pod. The tracks go off in this direction.;EXT. TATOOINE - DESERT - DAY;12;0;0;0;0;0;0;0;0;0;
97;SECOND TROOPER;;Look, sir -- droids.;EXT. TATOOINE - DESERT - DAY;4;0;0;0;0;0;0;0;0;0;
98;THREEPIO;;Wake up! Wake up!;EXT. TATOOINE - DESERT - DAY;4;0;0;0;0;0;0;0;0;0;
99;THREEPIO;;We're doomed.;EXT. TATOOINE - DESERT - DAY;2;0;0;0;0;0;0;0;0;0;
100;THREEPIO;;Do you think they'll melt us down?;EXT. TATOOINE - DESERT - DAY;7;0;0;0;0;0;0;0;0;0;
101;THREEPIO;;Don't shoot! Don't shoot! Will this never end?;EXT. TATOOINE - DESERT - DAY;8;0;0;0;0;0;0;0;0;0;
102;BERU;;Luke, tell Owen that if he gets a translator to be sure it speaks Bocce.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;15;0;0;0;0;0;0;0;0;0;
103;LUKE;;It looks like we don't have much of a choice but I'll remind him.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;14;0;0;0;0;0;0;0;0;0;
104;OWEN;;I have no need for a protocol droid.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;8;0;0;0;0;0;0;0;0;0;
105;THREEPIO;;(quickly) Sir -- not in an environment such as this -- that's why I've also been programmed for over thirty secondary functions that...;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;22;0;0;0;0;0;0;0;0;0;
106;OWEN;;What I really need is a droid that understands the binary language of moisture vaporators.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;15;0;0;0;0;0;0;0;0;0;
107;THREEPIO;;Vaporators! Sir -- My first job was programming binary load lifter... very similar to your vaporators. You could say...;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;19;0;0;0;0;0;0;0;0;0;
108;OWEN;;Do you speak Bocce?;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;4;0;0;0;0;0;0;0;0;0;
109;THREEPIO;;Of course I can, sir. It's like a second language for me... I'm as fluent in Bocce...;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;17;0;0;0;0;0;0;0;0;0;
110;OWEN;;All right shut up! (turning to Jawa) I'll take this one.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;8;0;0;0;0;0;0;0;0;0;
111;THREEPIO;;Shutting up, sir.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;3;0;0;0;0;0;0;0;0;0;
112;OWEN;;Luke, take these two over to the garage, will you? I want you to have both of them cleaned up before dinner.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;22;0;0;0;0;0;0;0;0;0;
113;LUKE;;But I was going into Toshi Station to pick up some power converters...;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;13;0;0;0;0;0;0;0;0;0;
114;OWEN;;You can waste time with your friends when your chores are done. Now come on, get to it!;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;18;0;0;0;0;0;0;0;0;0;
115;LUKE;;All right, come on! And the red one, come on. Well, come on, Red, let's go.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;16;0;0;0;0;0;0;0;0;0;
116;LUKE;;Uncle Owen...;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;2;0;0;0;0;0;0;0;0;0;
117;OWEN;;Yeah?;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;1;0;0;0;0;0;0;0;0;0;
118;LUKE;;This R2 unit has a bad motivator. Look!;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;8;0;0;0;0;0;0;0;0;0;
119;OWEN;;(to the head Jawa) Hey, what're you trying to push on us?;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;8;0;0;0;0;0;0;0;0;0;
120;THREEPIO;;(pointing to ARTOO) Excuse me, sir, but that R2 unit is in prime condition. A real bargain.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;14;0;0;0;0;0;0;0;0;0;
121;LUKE;;Uncle Owen...;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;2;0;0;0;0;0;0;0;0;0;
122;OWEN;;Yeah?;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;1;0;0;0;0;0;0;0;0;0;
123;LUKE;;What about that one?;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;4;0;0;0;0;0;0;0;0;0;
124;OWEN;;(to Jawa) What about that blue one? We'll take that one.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;9;0;0;0;0;0;0;0;0;0;
125;LUKE;;Yeah, take it away.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;4;0;0;0;0;0;0;0;0;0;
126;THREEPIO;;Uh, I'm quite sure you'll be very pleased with that one, sir. He really is in first-class condition. I've worked with him before. Here he comes.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;26;0;0;0;0;0;0;0;0;0;
127;LUKE;;Okay, let's go.;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;3;0;0;0;0;0;0;0;0;0;
128;THREEPIO;;(to ARTOO) Now, don't you forget this! Why I should stick my neck out for you is quite beyond my capacity!;EXT. TATOOINE - DESERT - LARS HOMESTEAD - AFTERNOON;19;0;0;0;0;0;0;0;0;0;
129;THREEPIO;;Thank the maker! This oil bath is going to feel so good. I've got such a bad case of dust contamination, I can barely move!;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;25;0;0;0;0;0;0;0;0;0;
130;LUKE;;It just isn't fair. Oh, Biggs is right. I'm never gonna get out of here!;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;15;0;0;0;0;0;0;0;0;0;
131;THREEPIO;;Is there anything I might do to help?;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;8;0;0;0;0;0;0;0;0;0;
132;LUKE;;Well, not unless you can alter time, speed up the harvest, or teleport me off this rock!;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;17;0;0;0;0;0;0;0;0;0;
133;THREEPIO;;I don't think so, sir. I'm only a droid and not very knowledgeable about such things. Not on this planet, anyways. As a matter of fact, I'm not even sure which planet I'm on.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;34;0;0;0;0;0;0;0;0;0;
134;LUKE;;Well, if there's a bright center to the universe, you're on the planet that it's farthest from.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;17;0;0;0;0;0;0;0;0;0;
135;THREEPIO;;I see, sir.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;3;0;0;0;0;0;0;0;0;0;
136;LUKE;;Uh, you can call me Luke.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;6;0;0;0;0;0;0;0;0;0;
137;THREEPIO;;I see, sir Luke.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;4;0;0;0;0;0;0;0;0;0;
138;LUKE;;(laughing) Just Luke.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;2;0;0;0;0;0;0;0;0;0;
139;THREEPIO;;And I am See-Threepio, human-cyborg relations, and this is my counterpart, ARTOO.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;12;0;0;0;0;0;0;0;0;0;
140;LUKE;;Hello.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;1;0;0;0;0;0;0;0;0;0;
141;LUKE;;You got a lot of carbon scoring here. It looks like you boys have seen a lot of action.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;19;0;0;0;0;0;0;0;0;0;
142;THREEPIO;;With all we've been through, sometimes I'm amazed we're in as good condition as we are, what with the Rebellion and all.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;22;0;0;0;0;0;0;0;0;0;
143;LUKE;;You know of the Rebellion against the Empire?;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;8;0;0;0;0;0;0;0;0;0;
144;THREEPIO;;That's how we came to be in your service, if you take my meaning, sir.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;15;0;0;0;0;0;0;0;0;0;
145;LUKE;;Have you been in many battles?;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;6;0;0;0;0;0;0;0;0;0;
146;THREEPIO;;Several, I think. Actually, there's not much to tell. I'm not much more than an interpreter, and not very good at telling stories. Well, not at making them interesting, anyways;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;30;0;0;0;0;0;0;0;0;0;
147;LUKE;;Well, my little friend, you've got something jammed in here real good. Were you on a cruiser or...;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;18;0;0;0;0;0;0;0;0;0;
148;LEIA;;Help me, Obi-Wan Kenobi. You're my only hope.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;8;0;0;0;0;0;0;0;0;0;
149;LUKE;;What's this?;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;2;0;0;0;0;0;0;0;0;0;
150;THREEPIO;;What is what?!? He asked you a question... (pointing to Leia) What is that?;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;11;0;0;0;0;0;0;0;0;0;
151;LEIA;;Help me, Obi-Wan Kenobi. You're my only hope. Help me, Obi-Wan Kenobi. You're my only hope.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;16;0;0;0;0;0;0;0;0;0;
152;THREEPIO;;Oh, he says it's nothing, sir. Merely a malfunction. Old data. Pay it no mind.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;15;0;0;0;0;0;0;0;0;0;
153;LUKE;;Who is she? She's beautiful.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;5;0;0;0;0;0;0;0;0;0;
154;THREEPIO;;I'm afraid I'm not quite sure, sir.;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;7;0;0;0;0;0;0;0;0;0;
155;LEIA;;Help me, Obi-Wan Kenobi...;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;4;0;0;0;0;0;0;0;0;0;
156;THREEPIO;;I think she was a passenger on our last voyage. A person of some importance, sir -- I believe. Our captain was attached to...;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;24;0;0;0;0;0;0;0;0;0;
157;LUKE;;Is there more to this recording?;INT. LARS HOMESTEAD - GARAGE AREA - LATE AFTERNOON;6;0;0;0;0;0;0;0;0;0;
