id;from;to;text;where;number;nouns;determiners;conjuctions;adjectives;prepositions;pronouns;verbs;adverbes;undefined;time
30;HAN;;Oh, what about you need?;INT. HOTH - REBEL BASE - ICE CORRIDOR;5;0;0;0;0;0;0;0;0;0;
31;LEIA;;(mystified) I need? I don't know what you're talking about.;INT. HOTH - REBEL BASE - ICE CORRIDOR;9;0;0;0;0;0;0;0;0;0;
32;HAN;;(shakes his head, fed up) You probably don't.;INT. HOTH - REBEL BASE - ICE CORRIDOR;3;0;0;0;0;0;0;0;0;0;
33;LEIA;;And what precisely am I supposed to know?;INT. HOTH - REBEL BASE - ICE CORRIDOR;8;0;0;0;0;0;0;0;0;0;
34;HAN;;Come on! You want me to stay because of the way you feel about me.;INT. HOTH - REBEL BASE - ICE CORRIDOR;15;0;0;0;0;0;0;0;0;0;
35;LEIA;;Yes. You're a great help to us. You're a natural leader...;INT. HOTH - REBEL BASE - ICE CORRIDOR;11;0;0;0;0;0;0;0;0;0;
36;HAN;;No! That's not it. Come on. Aahhh - uh huh! Come on.;INT. HOTH - REBEL BASE - ICE CORRIDOR;12;0;0;0;0;0;0;0;0;0;
37;LEIA;;You're imagining things.;INT. HOTH - REBEL BASE - ICE CORRIDOR;3;0;0;0;0;0;0;0;0;0;
38;HAN;;Am I? Then why are you following me? Afraid I was going to leave without giving you a goodbye kiss?;INT. HOTH - REBEL BASE - ICE CORRIDOR;20;0;0;0;0;0;0;0;0;0;
39;LEIA;;I'd just as soon kiss a Wookiee.;INT. HOTH - REBEL BASE - ICE CORRIDOR;7;0;0;0;0;0;0;0;0;0;
40;HAN;;I can arrange that. You could use a good kiss!;INT. HOTH - REBEL BASE - ICE CORRIDOR;10;0;0;0;0;0;0;0;0;0;
41;THREEPIO;;Don't try to blame me. I didn't ask you to turn on the thermal heater. I merely commented that it was freezing in the princess' chamber. But it's supposed to be freezing. How are we going to dry out all her clothes? I really don't know.;INT. HOTH - REBEL BASE - ANOTHER ICE CORRIDOR;46;0;0;0;0;0;0;0;0;0;
42;THREEPIO;;Oh, switch off.;INT. HOTH - REBEL BASE - ANOTHER ICE CORRIDOR;3;0;0;0;0;0;0;0;0;0;
43;HAN;;(to Chewie) Why do you take this apart now? I'm trying to get us out of here and you pull both of these.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;21;0;0;0;0;0;0;0;0;0;
44;THREEPIO;;Excuse me, sir.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;3;0;0;0;0;0;0;0;0;0;
45;HAN;;(to Chewie) Put them back together right now.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;6;0;0;0;0;0;0;0;0;0;
46;THREEPIO;;Might I have a word with you, please?;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;8;0;0;0;0;0;0;0;0;0;
47;HAN;;What do you want?;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;4;0;0;0;0;0;0;0;0;0;
48;THREEPIO;;Well, it's Princess Leia, sir. She's been trying to get you on the communicator.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;14;0;0;0;0;0;0;0;0;0;
49;HAN;;I turned it off. I don't want to talk to her.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;11;0;0;0;0;0;0;0;0;0;
50;THREEPIO;;Oh. Well, Princess Leia is wondering about Master Luke. He hasn't come back yet. She doesn't know where he is.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;20;0;0;0;0;0;0;0;0;0;
51;HAN;;I don't know where he is.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;6;0;0;0;0;0;0;0;0;0;
52;THREEPIO;;Nobody knows where he is.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;5;0;0;0;0;0;0;0;0;0;
53;HAN;;"What do you mean, ""nobody knows""?";INT. HOTH - REBEL BASE - MAIN HANGAR DECK;6;0;0;0;0;0;0;0;0;0;
54;THREEPIO;;Well, uh, you see...;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;4;0;0;0;0;0;0;0;0;0;
55;HAN;;Deck Officer. Deck Officer!;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;4;0;0;0;0;0;0;0;0;0;
56;THREEPIO;;Excuse me, sir. Might I inqu...;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;6;0;0;0;0;0;0;0;0;0;
57;DECK OFFICER;;Yes, sir?;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;2;0;0;0;0;0;0;0;0;0;
58;HAN;;Do you know where Commander Skywalker is?;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;7;0;0;0;0;0;0;0;0;0;
59;DECK OFFICER;;I haven't seen him. It's possible he came in through the south entrance.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;13;0;0;0;0;0;0;0;0;0;
60;HAN;;It's possible? Why don't you go find out? It's getting dark out there.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;13;0;0;0;0;0;0;0;0;0;
61;DECK OFFICER;;Yes, sir.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;2;0;0;0;0;0;0;0;0;0;
62;THREEPIO;;Excuse me, sir. Might I inquire what's going on?;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;9;0;0;0;0;0;0;0;0;0;
63;HAN;;Why not?;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;2;0;0;0;0;0;0;0;0;0;
64;THREEPIO;;Impossible man. Come along, ARTOO, let's find Princess Leia. Between ourselves, I think Master Luke is in considerable danger.;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;19;0;0;0;0;0;0;0;0;0;
65;DECK OFFICER;;Sir, Commander Skywalker hasn't come in through the south entrance. He might have forgotten to check in.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;17;0;0;0;0;0;0;0;0;0;
66;HAN;;Not likely. Are the speeders ready?;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;6;0;0;0;0;0;0;0;0;0;
67;DECK OFFICER;;Not yet. We're having some trouble adapting them to the cold.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;11;0;0;0;0;0;0;0;0;0;
68;HAN;;Then we'll have to go out on Tauntauns.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;8;0;0;0;0;0;0;0;0;0;
69;DECK OFFICER;;Sir, the temperature's dropping too rapidly.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;6;0;0;0;0;0;0;0;0;0;
70;HAN;;That's right. And my friends out in it.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;8;0;0;0;0;0;0;0;0;0;
71;ASSISTANT OFFICER;;I'll cover sector twelve. Have com-control set screen alpha.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;9;0;0;0;0;0;0;0;0;0;
72;DECK OFFICER;;Your Tauntaun'll freeze before you reach the first marker.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;9;0;0;0;0;0;0;0;0;0;
73;HAN;;Then I'll see you in hell!;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;6;0;0;0;0;0;0;0;0;0;
74;THREEPIO;;You must come along now, ARTOO. There's really nothing more we can do. And my joints are freezing up.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;19;0;0;0;0;0;0;0;0;0;
75;THREEPIO;;Don't say thing like that! Of course we'll see Master Luke again. He'll be quite all right, you'll see. (to himself) Stupid little short-circuit. He'll be quite all right.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;27;0;0;0;0;0;0;0;0;0;
76;LIEUTENANT;;Sir, all the patrols are in. There's still no contact from Skywalker or Solo.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;14;0;0;0;0;0;0;0;0;0;
77;THREEPIO;;Mistress Leia, ARTOO says he's been quite unable to pick up any signals, although he does admit that his own range is far too weak to abandon all hope.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;29;0;0;0;0;0;0;0;0;0;
78;DERLIN;;Your Highness, there's nothing more we can do tonight. The shield doors must be closed.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;15;0;0;0;0;0;0;0;0;0;
79;DERLIN;;Close the doors.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;3;0;0;0;0;0;0;0;0;0;
80;LIEUTENANT;;Yes, sir.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;2;0;0;0;0;0;0;0;0;0;
81;THREEPIO;;ARTOO says the chances of survival are seven hundred seventy-five...to one.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;12;0;0;0;0;0;0;0;0;0;
82;THREEPIO;;Actually, ARTOO has been known to make mistakes... from time to time. Oh, dear, oh, dear. Don't worry about Master Luke. I'm sure he'll be all right. He's quite clever, you know... for a human being.;INT. HOTH - REBEL BASE - MAIN ICE TUNNEL;36;0;0;0;0;0;0;0;0;0;
83;OBI-WAN;;Luke... Luke.;EXT. HOTH - SNOW DRIFT - DUSK;2;0;0;0;0;0;0;0;0;0;
84;LUKE;;(weakly) Ben?;EXT. HOTH - SNOW DRIFT - DUSK;1;0;0;0;0;0;0;0;0;0;
85;OBI-WAN;;You will go to the Dagobah system.;EXT. HOTH - SNOW DRIFT - DUSK;7;0;0;0;0;0;0;0;0;0;
86;LUKE;;Dagobah system?;EXT. HOTH - SNOW DRIFT - DUSK;2;0;0;0;0;0;0;0;0;0;
87;OBI-WAN;;There you will learn from Yoda, the Jedi Master who instructed me.;EXT. HOTH - SNOW DRIFT - DUSK;12;0;0;0;0;0;0;0;0;0;
88;LUKE;;(groaning faintly) Ben... Ben.;EXT. HOTH - SNOW DRIFT - DUSK;2;0;0;0;0;0;0;0;0;0;
89;HAN;;Luke! Luke! Don't do this, Luke. Come on, give me a sign here.;EXT. HOTH - SNOW DRIFT - DUSK;13;0;0;0;0;0;0;0;0;0;
90;HAN;;Not much time.;EXT. HOTH - SNOW DRIFT - DUSK;3;0;0;0;0;0;0;0;0;0;
91;LUKE;;(moaning) Ben... Ben...;EXT. HOTH - SNOW DRIFT - DUSK;2;0;0;0;0;0;0;0;0;0;
92;HAN;;Hang on, kid.;EXT. HOTH - SNOW DRIFT - DUSK;3;0;0;0;0;0;0;0;0;0;
93;LUKE;;Dagobah system...;EXT. HOTH - SNOW DRIFT - DUSK;2;0;0;0;0;0;0;0;0;0;
94;HAN;;(reeling from the odor) Whew...;EXT. HOTH - SNOW DRIFT - DUSK;1;0;0;0;0;0;0;0;0;0;
95;LUKE;;Dagobah...;EXT. HOTH - SNOW DRIFT - DUSK;1;0;0;0;0;0;0;0;0;0;
96;HAN;;This may smell bad, kid...;EXT. HOTH - SNOW DRIFT - DUSK;5;0;0;0;0;0;0;0;0;0;
97;LUKE;;(moaning) Yoda...;EXT. HOTH - SNOW DRIFT - DUSK;1;0;0;0;0;0;0;0;0;0;
98;HAN;;...but it will keep you warm... til I get the shelter built. (struggling to get Luke inside the carcass) Ooh... I thought they smelled bad on the outside!;EXT. HOTH - SNOW DRIFT - DUSK;21;0;0;0;0;0;0;0;0;0;
99;ZEV;;(into transmitter) Echo Base... I've got something! Not much, but it could be a life form.;INT. SNOWSPEEDER COCKPIT;14;0;0;0;0;0;0;0;0;0;
100;ZEV;;(into transmitter) This is Rogue Two. this is Rogue Two. Captain Solo, so you copy? Commander Skywalker, do you copy? This is Rogue Two.;INT. SNOWSPEEDER - COCKPIT;22;0;0;0;0;0;0;0;0;0;
101;HAN;;(filtered over Zev's receiver) Good morning. Nice of you guys to drop by.;INT. SNOWSPEEDER - COCKPIT;9;0;0;0;0;0;0;0;0;0;
102;ZEV;;(switching transmitters) Echo Base... this is Rogue Two. I found them. Repeat, I found them.;INT. SNOWSPEEDER - COCKPIT;13;0;0;0;0;0;0;0;0;0;
103;THREEPIO;;Master Luke, sir, it's so good to see you fully functional again.;INT. SNOWSPEEDER - COCKPIT;12;0;0;0;0;0;0;0;0;0;
104;THREEPIO;;ARTOO expresses his relief, also.;INT. SNOWSPEEDER - COCKPIT;5;0;0;0;0;0;0;0;0;0;
105;HAN;;How are you feeling, kid? You don't look so bad to me. In fact, you look strong enough to pull the ears off a Gundark.;INT. SNOWSPEEDER - COCKPIT;25;0;0;0;0;0;0;0;0;0;
106;LUKE;;Thanks to you.;INT. SNOWSPEEDER - COCKPIT;3;0;0;0;0;0;0;0;0;0;
107;HAN;;That's two you owe me, junior.;INT. SNOWSPEEDER - COCKPIT;6;0;0;0;0;0;0;0;0;0;
108;HAN;;Well your Worship, looks like you managed to keep me around for a little while longer.;INT. SNOWSPEEDER - COCKPIT;16;0;0;0;0;0;0;0;0;0;
109;LEIA;;(haughtily) I had nothing to do with it. General Rieekan thinks it's dangerous for any ships to leave the system until we've activated the energy shield.;INT. SNOWSPEEDER - COCKPIT;25;0;0;0;0;0;0;0;0;0;
110;HAN;;That's a good story. I think you just can't bear to let a gorgeous guy like me out of your sight.;INT. SNOWSPEEDER - COCKPIT;21;0;0;0;0;0;0;0;0;0;
111;LEIA;;I don't know where you get your delusions, laser brain.;INT. SNOWSPEEDER - COCKPIT;10;0;0;0;0;0;0;0;0;0;
112;HAN;;Laugh it up, fuzzball. But you didn't see us alone in the south passage.;INT. SNOWSPEEDER - COCKPIT;14;0;0;0;0;0;0;0;0;0;
113;HAN;;She expressed her true feelings for me.;INT. SNOWSPEEDER - COCKPIT;7;0;0;0;0;0;0;0;0;0;
114;LEIA;;My...! Why, you stuck up,... half- witted... scruffy-looking ...nerf-herder!;INT. SNOWSPEEDER - COCKPIT;10;0;0;0;0;0;0;0;0;0;
115;HAN;;Who's scruffy-looking? (to Luke) I must have hit pretty close to the mark to get her all riled up like that, huh, kid?;INT. SNOWSPEEDER - COCKPIT;21;0;0;0;0;0;0;0;0;0;
116;LEIA;;Why, I guess you don't know everything about women yet?;INT. SNOWSPEEDER - COCKPIT;10;0;0;0;0;0;0;0;0;0;
117;ANNOUNCER;;(over loudspeaker) Headquarters personnel, report to command center.;INT. SNOWSPEEDER - COCKPIT;6;0;0;0;0;0;0;0;0;0;
118;HAN;;Take it easy.;INT. SNOWSPEEDER - COCKPIT;3;0;0;0;0;0;0;0;0;0;
119;THREEPIO;;Excuse us, please.;INT. SNOWSPEEDER - COCKPIT;3;0;0;0;0;0;0;0;0;0;
120;RIEEKAN;;Princess... we have a visitor.;INT. HOTH - REBEL BASE - COMMAND CENTER;5;0;0;0;0;0;0;0;0;0;
121;RIEEKAN;;We've picked up something outside the base in zone twelve, moving east.;INT. HOTH - REBEL BASE - COMMAND CENTER;12;0;0;0;0;0;0;0;0;0;
122;SENIOR CONTROLLER;;It's metal.;INT. HOTH - REBEL BASE - COMMAND CENTER;2;0;0;0;0;0;0;0;0;0;
123;LEIA;;Then it couldn't be one of those creatures that attacked Luke.;INT. HOTH - REBEL BASE - COMMAND CENTER;11;0;0;0;0;0;0;0;0;0;
124;HAN;;It could be a speeder, one of ours.;INT. HOTH - REBEL BASE - COMMAND CENTER;8;0;0;0;0;0;0;0;0;0;
125;SENIOR CONTROLLER;;No. Wait - there's something very weak coming through.;INT. HOTH - REBEL BASE - COMMAND CENTER;9;0;0;0;0;0;0;0;0;0;
126;THREEPIO;;Sir, I am fluent in six million forms of communication. This signal is not used by the Alliance. It could be an Imperial code.;INT. HOTH - REBEL BASE - COMMAND CENTER;24;0;0;0;0;0;0;0;0;0;
127;HAN;;It isn't friendly, whatever it is. Come on, Chewie, let's check it out.;INT. HOTH - REBEL BASE - COMMAND CENTER;13;0;0;0;0;0;0;0;0;0;
128;RIEEKAN;;Send Rogues Ten and Eleven to station three-eight.;INT. HOTH - REBEL BASE - COMMAND CENTER;8;0;0;0;0;0;0;0;0;0;
129;HAN;;(over comlink) Afraid there's not much left.;INT. HOTH - REBEL BASE - COMMAND CENTER;5;0;0;0;0;0;0;0;0;0;
130;LEIA;;(into comlink) What was it?;INT. HOTH - REBEL BASE - COMMAND CENTER;3;0;0;0;0;0;0;0;0;0;
131;HAN;;(over comlink) Droid of some kind. I didn't hit it that hard. It must have had a self-destruct.;INT. HOTH - REBEL BASE - COMMAND CENTER;16;0;0;0;0;0;0;0;0;0;
132;LEIA;;(into comlink) An Imperial probe droid.;INT. HOTH - REBEL BASE - COMMAND CENTER;4;0;0;0;0;0;0;0;0;0;
133;HAN;;(over comlink) It's a good bet the Empire knows we're here.;INT. HOTH - REBEL BASE - COMMAND CENTER;9;0;0;0;0;0;0;0;0;0;
134;RIEEKAN;;We'd better start the evacuation.;INT. HOTH - REBEL BASE - COMMAND CENTER;5;0;0;0;0;0;0;0;0;0;
135;PIETT;;Admiral.;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;1;0;0;0;0;0;0;0;0;0;
136;OZZEL;;Yes, Captain;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;2;0;0;0;0;0;0;0;0;0;
137;PIETT;;I think we've got something, sir. The report is only a fragment from a probe droid in the Hoth system, but it's the best lead we've had.;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;27;0;0;0;0;0;0;0;0;0;
138;OZZEL;;(irritated) We have thousands of probe droids searching the galaxy. I want proof, not leads!;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;14;0;0;0;0;0;0;0;0;0;
139;PIETT;;The visuals indicate life readings.;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;5;0;0;0;0;0;0;0;0;0;
140;OZZEL;;It could mean anything. If we followed every lead...;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;9;0;0;0;0;0;0;0;0;0;
141;PIETT;;But, sir, the Hoth system is supposed to be devoid of human forms.;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;13;0;0;0;0;0;0;0;0;0;
142;DARTH VADER;;You found something?;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;3;0;0;0;0;0;0;0;0;0;
143;PIETT;;Yes, my lord.;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;3;0;0;0;0;0;0;0;0;0;
144;DARTH VADER;;(studying the image on the console screen) That's it. The Rebels are there.;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;6;0;0;0;0;0;0;0;0;0;
145;OZZEL;;My lord, there are so many uncharted settlements. It could be smugglers, it could be...;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;15;0;0;0;0;0;0;0;0;0;
146;DARTH VADER;;That is the system. And I'm sure Skywalker is with them. Set your course for the Hoth system. General Veers, prepare you men.;INT. DARTH VADER'S STAR DESTROYER - BRIDGE - MAIN CONTROL DECK;23;0;0;0;0;0;0;0;0;0;
147;REBEL CAPTAIN;;Groups seven and ten will stay behind to fly the speeders. As soon as each transport is loaded, evacuation control will give clearance for immediate launch.;INT. HOTH - REBEL BASE - TRANSPORT BAY;26;0;0;0;0;0;0;0;0;0;
148;REBEL FIGHTER;;Right, sir.;INT. HOTH - REBEL BASE - TRANSPORT BAY;2;0;0;0;0;0;0;0;0;0;
149;HAN;;(into comlink, to Chewie) Okay, that's it. Try it... Off! Turn it off! Turn it off! Off!;INT. HOTH - REBEL BASE - MAIN HANGAR DECK;13;0;0;0;0;0;0;0;0;0;
150;MEDICAL DROID;;Sir, it will take quite a while to evacuate the T-forty- sevens.;INT. REBEL BASE - MEDICAL CENTER;12;0;0;0;0;0;0;0;0;0;
151;LUKE;;Well, forget the heavy equipment. There's plenty of time to get the smaller modules on the transports.;INT. REBEL BASE - MEDICAL CENTER;17;0;0;0;0;0;0;0;0;0;
152;MEDICAL DROID;;Take care, sir.;INT. REBEL BASE - MEDICAL CENTER;3;0;0;0;0;0;0;0;0;0;
153;LUKE;;Thanks.;INT. REBEL BASE - MEDICAL CENTER;1;0;0;0;0;0;0;0;0;0;
154;LUKE;;Chewie, take care of yourself, okay?;INT. REBEL BASE - MAIN HANGAR DECK;6;0;0;0;0;0;0;0;0;0;
155;HAN;;Hi, kid. (to droid) There's got to be a reason for it. Check it at the other end. Wait a second. (to Luke) You all right?;INT. REBEL BASE - MAIN HANGAR DECK;5;0;0;0;0;0;0;0;0;0;
156;LUKE;;Yeah.;INT. REBEL BASE - MAIN HANGAR DECK;1;0;0;0;0;0;0;0;0;0;
157;HAN;;Be careful.;INT. REBEL BASE - MAIN HANGAR DECK;2;0;0;0;0;0;0;0;0;0;
158;LUKE;;You, too.;INT. REBEL BASE - MAIN HANGAR DECK;2;0;0;0;0;0;0;0;0;0;
159;CONTROLLER;;General, there's a fleet of Star Destroyers coming out of hyperspace in sector four.;INT. REBEL BASE - CONTROL ROOM;14;0;0;0;0;0;0;0;0;0;
160;RIEEKAN;;Reroute all power to the energy shield. We've got to hold them till all transports are away. Prepare for ground assault.;INT. REBEL BASE - CONTROL ROOM;21;0;0;0;0;0;0;0;0;0;
161;DARTH VADER;;What is it, General?;INT. VADER'S STAR DESTROYER - VADER'S CHAMBER - MEDITATION CUBICLE;4;0;0;0;0;0;0;0;0;0;
162;VEERS;;My lord, the fleet has moves out of light-speed. Com-Scan has detected an energy field protecting an area around the sixth planet of the Hoth system. The field is strong enough to deflect any bombardment.;INT. VADER'S STAR DESTROYER - VADER'S CHAMBER - MEDITATION CUBICLE;35;0;0;0;0;0;0;0;0;0;
163;DARTH VADER;;(angrily) The Rebels are alerted to our presence. Admiral Ozzel came out of light-speed too close to the system.;INT. VADER'S STAR DESTROYER - VADER'S CHAMBER - MEDITATION CUBICLE;18;0;0;0;0;0;0;0;0;0;
164;VEERS;;He felt surprise was wiser...;INT. VADER'S STAR DESTROYER - VADER'S CHAMBER - MEDITATION CUBICLE;5;0;0;0;0;0;0;0;0;0;
165;DARTH VADER;;He is as clumsy as he is stupid. General, prepare your troops for a surface attack.;INT. VADER'S STAR DESTROYER - VADER'S CHAMBER - MEDITATION CUBICLE;16;0;0;0;0;0;0;0;0;0;
166;VEERS;;Yes, my lord.;INT. VADER'S STAR DESTROYER - VADER'S CHAMBER - MEDITATION CUBICLE;3;0;0;0;0;0;0;0;0;0;
167;OZZEL;;Lord Vader, the fleet has moved out of light-speed, and we're preparing to... Aaagh!;INT. VADER'S STAR DESTROYER - VADER'S CHAMBER - MEDITATION CUBICLE;14;0;0;0;0;0;0;0;0;0;
168;DARTH VADER;;You have failed me for the last time, Admiral. Captain Piett.;INT. VADER'S STAR DESTROYER - VADER'S CHAMBER - MEDITATION CUBICLE;11;0;0;0;0;0;0;0;0;0;
169;PIETT;;Yes, my lord.;INT. VADER'S STAR DESTROYER - VADER'S CHAMBER - MEDITATION CUBICLE;3;0;0;0;0;0;0;0;0;0;
170;DARTH VADER;;Make ready to land out troops beyond the energy shield and deploy the fleet so that nothing gets off that system. You are in command now, Admiral Piett.;INT. VADER'S STAR DESTROYER - VADER'S CHAMBER - MEDITATION CUBICLE;28;0;0;0;0;0;0;0;0;0;
171;PIETT;;Thank you, Lord Vader.;INT. VADER'S STAR DESTROYER - VADER'S CHAMBER - MEDITATION CUBICLE;4;0;0;0;0;0;0;0;0;0;
172;LEIA;;All troop carriers will assemble at the north entrance. The heavy transport ships will leave as soon as they're loaded. Only two fighter escorts per ship. The energy shield can only be opened for a short time, so you'll have to stay very close to your transports.;INT. REBEL BASE - MAIN HANGAR DECK;47;0;0;0;0;0;0;0;0;0;
